Locality,BHK,Area_sqft,Furnishing,Floor_Number,Total_Building_Floors,Age_Years,Balconies,Bathrooms,Parking,Lift,Availability,Tenant_Type,Security_Deposit,Rent_INR
Fergusson College Road,2 BHK,767,Semi-Furnished,13,15,18,1,2,1,Yes,Immediate,Family,77793,25931
Fergusson College Road,2 BHK,866,Fully Furnished,2,3,8,1,1,1,No,Immediate,Family,57498,28749
Fergusson College Road,1 BHK,449,Fully Furnished,7,10,17,0,1,1,Yes,Immediate,Bachelor,13797,13797
Fergusson College Road,1 BHK,346,Unfurnished,9,10,4,0,1,1,Yes,Immediate,Bachelor,37308,18654
Fergusson College Road,2 BHK,935,Unfurnished,5,5,12,1,2,1,Yes,Not Sure,Bachelor,33437,33437
Fergusson College Road,1 BHK,378,Semi-Furnished,1,15,10,0,1,1,Yes,Immediate,Bachelor,13160,13160
Fergusson College Road,2 BHK,852,Fully Furnished,3,3,19,1,2,1,No,After 1 Month,Family,111543,37181
Fergusson College Road,2 BHK,910,Semi-Furnished,4,8,14,1,2,1,Yes,After 2 Months,Bachelor,37853,37853
Fergusson College Road,2 BHK,692,Unfurnished,3,12,6,1,2,2,Yes,After 1 Month,Family,75122,37561
Fergusson College Road,2 BHK,803,Unfurnished,2,12,25,0,2,1,Yes,Immediate,Family,40195,40195
Fergusson College Road,1 BHK,404,Fully Furnished,9,10,4,1,1,1,Yes,Immediate,Family,33564,16782
Fergusson College Road,2 BHK,544,Fully Furnished,5,8,9,0,2,1,Yes,Immediate,Both,47886,23943
Fergusson College Road,1 BHK,444,Fully Furnished,5,10,9,0,1,1,Yes,After 1 Month,Family,33910,16955
Fergusson College Road,2 BHK,924,Fully Furnished,2,3,16,0,2,1,No,Immediate,Bachelor,103220,51610
Fergusson College Road,2 BHK,895,Semi-Furnished,4,4,13,1,1,0,Yes,Immediate,Both,58042,29021
Fergusson College Road,2 BHK,1094,Semi-Furnished,0,4,18,1,2,1,Yes,Immediate,Family,109692,54846
Fergusson College Road,2 BHK,1004,Semi-Furnished,6,6,19,1,2,1,Yes,After 1 Month,Family,154644,51548
Fergusson College Road,1 BHK,549,Semi-Furnished,9,10,35,0,1,1,Yes,After 1 Month,Family,43844,21922
Fergusson College Road,3 BHK,906,Unfurnished,1,8,4,1,3,0,Yes,Immediate,Family,122174,61087
Fergusson College Road,2 BHK,732,Fully Furnished,1,5,0,1,2,1,Yes,After 1 Month,Family,77728,38864
Fergusson College Road,1 BHK,414,Fully Furnished,14,15,14,1,1,0,Yes,Not Sure,Family,31714,15857
Fergusson College Road,3 BHK,1057,Fully Furnished,6,6,2,1,3,2,Yes,After 1 Month,Bachelor,166456,83228
Fergusson College Road,1 BHK,452,Fully Furnished,1,4,10,0,1,1,Yes,Immediate,Both,20339,20339
Fergusson College Road,1 BHK,435,Fully Furnished,2,6,17,0,1,2,No,After 1 Month,Family,16805,16805
Fergusson College Road,1 BHK,360,Semi-Furnished,2,10,17,0,1,0,No,Not Sure,Bachelor,26796,8932
Fergusson College Road,1 BHK,520,Fully Furnished,10,15,7,1,1,2,No,Immediate,Family,57414,19138
Fergusson College Road,1 BHK,552,Unfurnished,6,15,3,0,1,1,Yes,Not Sure,Family,74655,24885
Fergusson College Road,1 BHK,444,Fully Furnished,1,6,20,1,1,2,No,Immediate,Family,40656,20328
Fergusson College Road,1 BHK,492,Semi-Furnished,2,12,14,1,1,1,No,Immediate,Family,40620,20310
Fergusson College Road,1 BHK,397,Semi-Furnished,9,10,6,0,1,1,Yes,Immediate,Family,20688,10344
Fergusson College Road,2 BHK,811,Semi-Furnished,6,6,0,1,2,0,No,Not Sure,Family,88712,44356
Fergusson College Road,1 BHK,318,Fully Furnished,5,6,5,0,1,1,Yes,Immediate,Family,27796,13898
Fergusson College Road,2 BHK,949,Semi-Furnished,0,4,14,1,2,1,No,Not Sure,Bachelor,80780,40390
Fergusson College Road,1 BHK,437,Unfurnished,1,8,14,0,1,1,Yes,Immediate,Bachelor,32512,16256
Fergusson College Road,1 BHK,342,Semi-Furnished,1,3,17,0,1,1,No,Immediate,Family,29046,14523
Fergusson College Road,2 BHK,725,Fully Furnished,3,4,11,1,2,2,Yes,Immediate,Family,104352,34784
Fergusson College Road,2 BHK,936,Semi-Furnished,1,6,5,1,2,1,Yes,Immediate,Family,106800,35600
Fergusson College Road,1 BHK,372,Unfurnished,0,15,1,0,1,1,Yes,Immediate,Family,24070,12035
Fergusson College Road,1 BHK,401,Semi-Furnished,5,6,9,0,1,1,Yes,After 1 Month,Bachelor,20264,10132
Fergusson College Road,2 BHK,831,Semi-Furnished,2,6,9,1,2,2,Yes,Immediate,Both,78758,39379
Fergusson College Road,1 BHK,422,Semi-Furnished,0,4,9,0,1,1,Yes,After 2 Months,Both,11357,11357
Fergusson College Road,1 BHK,326,Semi-Furnished,0,4,12,0,1,1,Yes,Not Sure,Family,15669,15669
Fergusson College Road,1 BHK,393,Semi-Furnished,5,10,16,1,1,1,Yes,After 1 Month,Family,13204,13204
Fergusson College Road,2 BHK,783,Unfurnished,0,5,0,1,2,1,Yes,Not Sure,Both,26359,26359
Fergusson College Road,2 BHK,719,Fully Furnished,5,5,2,1,2,2,Yes,After 2 Months,Bachelor,47319,47319
Fergusson College Road,3 BHK,1196,Semi-Furnished,4,15,11,1,2,1,Yes,Immediate,Bachelor,111784,55892
Fergusson College Road,2 BHK,759,Unfurnished,4,4,7,0,1,1,Yes,Immediate,Family,64390,32195
Fergusson College Road,2 BHK,894,Unfurnished,14,15,16,0,2,1,Yes,Immediate,Family,43226,21613
Fergusson College Road,2 BHK,771,Semi-Furnished,1,10,4,0,2,1,Yes,Immediate,Family,69986,34993
Fergusson College Road,2 BHK,802,Unfurnished,1,5,0,1,2,1,Yes,Immediate,Family,113364,37788
Fergusson College Road,1 BHK,446,Fully Furnished,4,6,8,0,1,2,Yes,Immediate,Family,63894,21298
Fergusson College Road,2 BHK,977,Semi-Furnished,8,8,10,2,2,1,Yes,Immediate,Bachelor,66440,33220
Fergusson College Road,1 BHK,446,Semi-Furnished,5,8,10,0,1,1,Yes,Immediate,Both,49605,16535
Fergusson College Road,2 BHK,822,Fully Furnished,3,4,0,1,2,1,Yes,After 1 Month,Both,57756,28878
Fergusson College Road,1 BHK,408,Semi-Furnished,3,3,9,1,1,0,No,Immediate,Family,22148,11074
Fergusson College Road,3 BHK,940,Unfurnished,12,12,17,1,2,0,Yes,Immediate,Family,40271,40271
Fergusson College Road,2 BHK,729,Semi-Furnished,2,4,14,0,2,1,Yes,Not Sure,Family,88641,29547
Fergusson College Road,2 BHK,730,Unfurnished,4,6,15,1,2,0,Yes,After 2 Months,Family,66332,33166
Fergusson College Road,3 BHK,1262,Unfurnished,5,6,5,1,3,2,Yes,Not Sure,Family,75208,75208
Fergusson College Road,1 BHK,428,Semi-Furnished,4,8,4,0,1,2,Yes,Not Sure,Bachelor,12718,12718
Fergusson College Road,2 BHK,1023,Unfurnished,2,15,9,2,2,2,Yes,Immediate,Family,110613,36871
Fergusson College Road,1 BHK,392,Semi-Furnished,3,12,15,0,1,1,Yes,Immediate,Family,33276,16638
Fergusson College Road,2 BHK,1018,Fully Furnished,1,3,4,1,2,2,No,Immediate,Family,51676,51676
Fergusson College Road,3 BHK,626,Unfurnished,2,4,6,1,2,1,Yes,Not Sure,Bachelor,84414,28138
Fergusson College Road,2 BHK,953,Semi-Furnished,2,3,6,1,1,1,No,Immediate,Family,91680,45840
Fergusson College Road,1 BHK,395,Unfurnished,3,10,8,0,1,0,Yes,Immediate,Family,30808,15404
Fergusson College Road,1 BHK,387,Fully Furnished,3,3,13,1,1,1,No,Immediate,Family,39068,19534
Fergusson College Road,2 BHK,867,Fully Furnished,7,12,8,2,2,1,Yes,Immediate,Family,38066,38066
Fergusson College Road,3 BHK,721,Fully Furnished,5,5,10,1,3,1,Yes,After 1 Month,Bachelor,33533,33533
Fergusson College Road,2 BHK,605,Fully Furnished,0,4,9,1,2,1,Yes,Immediate,Family,65260,32630
Fergusson College Road,2 BHK,996,Semi-Furnished,2,3,11,0,2,1,No,Immediate,Family,57257,57257
Fergusson College Road,1 BHK,542,Unfurnished,7,8,2,0,1,1,Yes,After 1 Month,Both,25464,12732
Fergusson College Road,1 BHK,644,Semi-Furnished,2,5,2,0,1,1,Yes,Immediate,Family,59200,29600
Fergusson College Road,2 BHK,705,Semi-Furnished,0,15,6,0,2,1,Yes,After 1 Month,Family,102225,34075
Fergusson College Road,1 BHK,324,Fully Furnished,2,3,13,1,1,1,No,Immediate,Family,20196,10098
Fergusson College Road,2 BHK,833,Semi-Furnished,4,4,17,2,2,1,Yes,Not Sure,Family,59542,29771
Fergusson College Road,3 BHK,1092,Semi-Furnished,2,12,5,2,2,1,Yes,Immediate,Family,148212,74106
Fergusson College Road,1 BHK,438,Fully Furnished,1,15,6,1,1,1,Yes,Immediate,Both,33750,16875
Fergusson College Road,2 BHK,734,Semi-Furnished,0,4,10,0,2,1,Yes,Immediate,Family,80682,26894
Fergusson College Road,3 BHK,1529,Unfurnished,0,15,8,1,3,1,Yes,Immediate,Bachelor,100060,50030
Fergusson College Road,1 BHK,366,Semi-Furnished,2,3,4,0,1,0,No,Immediate,Bachelor,33032,16516
Fergusson College Road,2 BHK,954,Semi-Furnished,3,3,18,1,2,1,No,Not Sure,Family,46877,46877
Fergusson College Road,1 BHK,491,Semi-Furnished,10,12,2,0,1,2,Yes,Immediate,Family,63042,21014
Fergusson College Road,2 BHK,904,Fully Furnished,8,15,14,1,2,0,Yes,After 2 Months,Both,82140,27380
Fergusson College Road,2 BHK,810,Semi-Furnished,5,6,2,1,2,1,Yes,Not Sure,Family,142203,47401
Fergusson College Road,1 BHK,484,Fully Furnished,3,4,16,0,1,0,Yes,After 1 Month,Family,28222,14111
Fergusson College Road,2 BHK,807,Unfurnished,2,5,19,1,2,1,Yes,Immediate,Family,96698,48349
Fergusson College Road,2 BHK,737,Semi-Furnished,2,3,12,1,2,1,No,Immediate,Family,62712,20904
Fergusson College Road,3 BHK,1358,Semi-Furnished,0,6,0,1,2,1,Yes,After 1 Month,Family,153056,76528
Fatima Nagar,1 BHK,530,Fully Furnished,1,6,15,0,1,0,Yes,Not Sure,Family,43834,21917
Fatima Nagar,2 BHK,901,Fully Furnished,5,12,7,1,2,1,Yes,Immediate,Bachelor,74326,37163
Fatima Nagar,2 BHK,870,Semi-Furnished,9,10,6,2,2,0,Yes,Immediate,Family,56342,28171
Fatima Nagar,2 BHK,945,Semi-Furnished,2,6,5,1,2,1,Yes,Immediate,Both,40442,40442
Fatima Nagar,2 BHK,835,Semi-Furnished,2,5,12,1,2,0,Yes,Immediate,Family,71476,35738
Fatima Nagar,2 BHK,627,Semi-Furnished,2,3,5,0,2,0,No,Immediate,Family,35712,17856
Fatima Nagar,1 BHK,485,Semi-Furnished,1,4,4,0,1,1,Yes,Immediate,Family,45246,22623
Fatima Nagar,1 BHK,494,Semi-Furnished,0,4,9,0,1,1,Yes,After 1 Month,Both,41442,20721
Fatima Nagar,2 BHK,1005,Fully Furnished,0,5,17,1,1,1,Yes,Immediate,Family,97876,48938
Fatima Nagar,2 BHK,746,Semi-Furnished,10,12,14,0,2,0,Yes,Immediate,Family,60078,30039
Fatima Nagar,1 BHK,463,Semi-Furnished,1,5,26,0,1,1,Yes,Not Sure,Family,15166,15166
Fatima Nagar,2 BHK,737,Semi-Furnished,12,12,6,1,2,1,No,Immediate,Family,50884,25442
Fatima Nagar,2 BHK,827,Fully Furnished,3,10,19,1,2,2,Yes,Not Sure,Family,98368,49184
Fatima Nagar,2 BHK,943,Semi-Furnished,1,12,13,1,2,1,Yes,Immediate,Bachelor,89184,44592
Fatima Nagar,1 BHK,617,Fully Furnished,10,10,20,0,1,1,Yes,Immediate,Family,87585,29195
Fatima Nagar,2 BHK,824,Unfurnished,2,8,16,1,2,1,Yes,Immediate,Bachelor,88470,29490
Fatima Nagar,2 BHK,1140,Unfurnished,5,10,17,1,2,2,Yes,Immediate,Both,84096,42048
Fatima Nagar,2 BHK,855,Fully Furnished,8,10,12,1,2,1,No,Immediate,Both,31786,31786
Fatima Nagar,1 BHK,430,Semi-Furnished,0,10,24,0,1,0,Yes,Immediate,Bachelor,23570,11785
Fatima Nagar,1 BHK,460,Unfurnished,0,8,8,0,1,0,Yes,Immediate,Bachelor,21505,21505
Fatima Nagar,1 BHK,478,Semi-Furnished,9,10,5,0,1,1,Yes,Not Sure,Bachelor,39598,19799
Fatima Nagar,1 BHK,381,Semi-Furnished,5,6,17,0,1,1,Yes,Immediate,Family,48576,16192
Fatima Nagar,2 BHK,848,Fully Furnished,4,5,8,1,2,2,Yes,Immediate,Bachelor,113110,56555
Fatima Nagar,1 BHK,460,Fully Furnished,10,15,16,0,1,1,Yes,Immediate,Family,64590,21530
Fatima Nagar,2 BHK,828,Unfurnished,4,4,19,1,2,1,Yes,Immediate,Family,131388,43796
Fatima Nagar,3 BHK,1039,Fully Furnished,2,6,4,2,2,1,Yes,After 2 Months,Family,182013,60671
Fatima Nagar,2 BHK,800,Semi-Furnished,2,5,15,1,1,1,Yes,After 1 Month,Family,78182,39091
Fatima Nagar,2 BHK,734,Semi-Furnished,15,15,2,2,2,2,Yes,Not Sure,Family,92630,46315
Fatima Nagar,2 BHK,766,Semi-Furnished,4,12,5,1,2,1,Yes,Not Sure,Family,74934,37467
Fatima Nagar,1 BHK,408,Semi-Furnished,0,8,5,1,1,1,Yes,Immediate,Family,21330,10665
Fatima Nagar,1 BHK,364,Unfurnished,3,5,7,1,1,1,Yes,Immediate,Family,26076,13038
Fatima Nagar,1 BHK,262,Fully Furnished,11,15,2,0,1,1,Yes,After 1 Month,Family,23926,11963
Fatima Nagar,2 BHK,629,Semi-Furnished,6,6,10,1,1,2,Yes,Immediate,Family,49108,24554
Fatima Nagar,3 BHK,1538,Semi-Furnished,6,8,12,2,2,1,Yes,After 2 Months,Family,192898,96449
Fatima Nagar,1 BHK,440,Semi-Furnished,0,8,4,0,1,1,Yes,Not Sure,Family,30044,15022
Fatima Nagar,3 BHK,1228,Semi-Furnished,3,10,23,1,2,1,Yes,After 2 Months,Both,212532,70844
Fatima Nagar,1 BHK,422,Unfurnished,1,3,7,0,1,1,No,Immediate,Family,39140,19570
Fatima Nagar,1 BHK,372,Unfurnished,7,8,24,0,1,0,Yes,Immediate,Family,10608,10608
Fatima Nagar,2 BHK,704,Semi-Furnished,2,5,18,1,2,1,Yes,Not Sure,Family,116013,38671
Fatima Nagar,3 BHK,1133,Semi-Furnished,9,15,7,1,3,0,Yes,Immediate,Both,86412,43206
Fatima Nagar,2 BHK,926,Unfurnished,1,6,4,1,1,1,Yes,After 2 Months,Family,56542,28271
Fatima Nagar,2 BHK,756,Semi-Furnished,3,8,3,1,2,1,Yes,Immediate,Family,45960,22980
Fatima Nagar,2 BHK,901,Fully Furnished,4,8,0,0,2,1,No,Immediate,Bachelor,61954,30977
Fatima Nagar,2 BHK,967,Unfurnished,5,5,7,1,2,0,No,After 1 Month,Bachelor,68526,34263
Fatima Nagar,1 BHK,392,Unfurnished,8,15,12,0,1,1,Yes,Immediate,Family,27120,13560
Fatima Nagar,2 BHK,833,Semi-Furnished,5,8,5,0,2,2,Yes,Immediate,Family,88854,44427
Fatima Nagar,1 BHK,386,Semi-Furnished,1,4,14,1,1,2,Yes,Not Sure,Family,38160,12720
Fatima Nagar,1 BHK,340,Semi-Furnished,2,8,23,0,1,2,Yes,Immediate,Both,25814,12907
Fatima Nagar,1 BHK,505,Semi-Furnished,5,5,6,0,1,1,Yes,Immediate,Both,52424,26212
Fatima Nagar,1 BHK,444,Semi-Furnished,3,6,14,0,1,1,Yes,Immediate,Family,28076,14038
Fatima Nagar,3 BHK,1077,Semi-Furnished,3,4,0,2,2,1,Yes,After 1 Month,Family,102420,51210
Fatima Nagar,2 BHK,766,Unfurnished,0,8,15,1,2,1,Yes,Immediate,Bachelor,43678,21839
Fatima Nagar,3 BHK,1154,Semi-Furnished,1,10,9,1,2,0,Yes,Immediate,Bachelor,113636,56818
Fatima Nagar,2 BHK,749,Semi-Furnished,0,4,7,1,2,2,No,Immediate,Bachelor,84082,42041
Fatima Nagar,1 BHK,405,Fully Furnished,4,5,19,0,1,0,Yes,Immediate,Family,52569,17523
Fatima Nagar,1 BHK,405,Semi-Furnished,5,8,13,0,1,1,Yes,Immediate,Family,23526,11763
Fatima Nagar,1 BHK,393,Fully Furnished,3,5,7,0,1,0,Yes,Immediate,Family,44574,22287
Fatima Nagar,3 BHK,1340,Semi-Furnished,2,8,5,2,2,1,Yes,Immediate,Bachelor,131530,65765
Fatima Nagar,1 BHK,449,Unfurnished,6,6,19,0,1,2,Yes,Immediate,Both,34046,17023
Fatima Nagar,2 BHK,765,Fully Furnished,5,6,17,1,2,1,Yes,Immediate,Family,53366,26683
Fatima Nagar,2 BHK,879,Unfurnished,4,6,7,1,2,0,Yes,After 1 Month,Family,81584,40792
Fatima Nagar,2 BHK,699,Semi-Furnished,1,10,13,1,1,1,Yes,After 1 Month,Both,77420,38710
Fatima Nagar,1 BHK,425,Semi-Furnished,5,15,24,1,1,1,Yes,Not Sure,Family,39396,19698
Fatima Nagar,1 BHK,520,Unfurnished,8,8,11,1,1,1,Yes,Not Sure,Family,24790,12395
Fatima Nagar,3 BHK,1225,Unfurnished,12,12,15,3,2,1,No,Immediate,Family,201738,67246
Fatima Nagar,1 BHK,375,Fully Furnished,2,4,10,0,1,0,No,After 1 Month,Family,41628,13876
Fatima Nagar,2 BHK,860,Semi-Furnished,2,3,19,1,1,1,No,Not Sure,Family,45482,22741
Fatima Nagar,1 BHK,394,Unfurnished,0,6,15,0,1,1,Yes,Not Sure,Both,25830,12915
Fatima Nagar,1 BHK,467,Unfurnished,0,10,0,0,1,2,Yes,Immediate,Family,44426,22213
Fatima Nagar,1 BHK,351,Semi-Furnished,7,15,8,0,1,1,Yes,Immediate,Family,19171,19171
Fatima Nagar,1 BHK,313,Semi-Furnished,2,6,11,0,1,1,No,Immediate,Family,30914,15457
Fatima Nagar,2 BHK,674,Unfurnished,1,3,7,1,2,1,No,Immediate,Family,43058,21529
Fatima Nagar,2 BHK,829,Semi-Furnished,9,10,6,1,2,1,Yes,Immediate,Family,95906,47953
Fatima Nagar,3 BHK,1132,Semi-Furnished,3,5,13,1,2,1,Yes,Immediate,Family,158180,79090
Fatima Nagar,1 BHK,470,Unfurnished,4,15,3,0,1,0,Yes,Not Sure,Both,35108,17554
Fatima Nagar,2 BHK,993,Unfurnished,1,4,4,1,2,2,No,Immediate,Family,118362,59181
Fatima Nagar,1 BHK,368,Unfurnished,5,8,15,0,1,1,Yes,Immediate,Family,31144,15572
Fatima Nagar,2 BHK,673,Unfurnished,9,10,6,1,2,1,Yes,Immediate,Bachelor,59008,29504
Fatima Nagar,1 BHK,402,Semi-Furnished,2,4,11,1,1,1,Yes,After 1 Month,Family,28458,9486
Fatima Nagar,3 BHK,752,Fully Furnished,11,15,11,2,3,0,Yes,Immediate,Both,95366,47683
Fatima Nagar,1 BHK,468,Unfurnished,1,3,7,0,1,1,No,After 1 Month,Family,14962,14962
Fatima Nagar,1 BHK,574,Semi-Furnished,3,3,2,0,1,1,No,Immediate,Family,51322,25661
Fatima Nagar,3 BHK,1451,Fully Furnished,1,8,16,2,2,1,Yes,Immediate,Family,208953,69651
Fatima Nagar,1 BHK,332,Fully Furnished,1,8,15,1,1,1,No,Immediate,Both,25160,12580
Fatima Nagar,3 BHK,1054,Semi-Furnished,7,12,11,1,2,1,Yes,Immediate,Family,43519,43519
Fatima Nagar,2 BHK,592,Unfurnished,5,10,9,1,2,1,Yes,Immediate,Bachelor,76398,25466
Fatima Nagar,1 BHK,460,Fully Furnished,9,10,11,1,1,0,Yes,Not Sure,Family,46360,23180
Fatima Nagar,1 BHK,503,Semi-Furnished,5,15,3,0,1,1,No,After 2 Months,Family,46626,15542
Fatima Nagar,1 BHK,383,Unfurnished,2,12,11,0,1,1,Yes,After 1 Month,Family,27042,13521
Fatima Nagar,2 BHK,962,Fully Furnished,4,4,23,1,1,1,No,Immediate,Family,114009,38003
Fatima Nagar,1 BHK,394,Unfurnished,2,3,4,0,1,1,No,After 1 Month,Bachelor,10613,10613
Fatima Nagar,2 BHK,685,Fully Furnished,5,8,8,1,1,1,No,Immediate,Bachelor,72676,36338
Fatima Nagar,2 BHK,617,Unfurnished,2,12,22,1,2,1,Yes,Immediate,Bachelor,89724,29908
Fatima Nagar,3 BHK,1215,Semi-Furnished,2,6,6,1,2,1,Yes,Immediate,Bachelor,147462,73731
Fatima Nagar,1 BHK,378,Unfurnished,1,8,17,0,1,2,Yes,Immediate,Bachelor,38628,19314
Fatima Nagar,3 BHK,983,Fully Furnished,7,12,3,2,3,1,Yes,After 1 Month,Both,152676,76338
Fatima Nagar,1 BHK,497,Unfurnished,9,12,15,0,1,1,Yes,Immediate,Family,25582,12791
Fatima Nagar,2 BHK,890,Fully Furnished,8,10,6,1,2,1,Yes,Immediate,Family,122506,61253
Fatima Nagar,1 BHK,437,Semi-Furnished,0,4,1,0,1,1,Yes,Immediate,Bachelor,45980,22990
Fatima Nagar,2 BHK,825,Semi-Furnished,3,5,15,1,2,1,Yes,Immediate,Both,109734,36578
Ghorpade Peth,1 BHK,292,Semi-Furnished,5,6,18,0,1,1,Yes,Immediate,Bachelor,17270,8635
Ghorpade Peth,2 BHK,609,Fully Furnished,3,6,1,1,2,1,Yes,Not Sure,Family,61922,30961
Ghorpade Peth,1 BHK,381,Semi-Furnished,6,6,10,0,1,1,Yes,Immediate,Family,22704,11352
Ghorpade Peth,2 BHK,740,Semi-Furnished,2,5,16,1,1,1,No,Immediate,Family,29179,29179
Ghorpade Peth,3 BHK,1176,Semi-Furnished,2,3,16,1,2,1,No,Immediate,Family,175641,58547
Ghorpade Peth,1 BHK,433,Semi-Furnished,6,15,10,0,1,1,Yes,Immediate,Bachelor,12787,12787
Ghorpade Peth,1 BHK,451,Unfurnished,11,15,22,1,1,1,Yes,Not Sure,Family,9650,9650
Ghorpade Peth,2 BHK,705,Fully Furnished,0,5,13,0,2,1,Yes,Immediate,Bachelor,55292,27646
Ghorpade Peth,2 BHK,662,Fully Furnished,5,6,8,1,2,1,No,Immediate,Family,76172,38086
Ghorpade Peth,2 BHK,849,Semi-Furnished,2,6,24,1,2,1,Yes,Immediate,Both,92818,46409
Ghorpade Peth,1 BHK,418,Semi-Furnished,5,15,10,1,1,1,No,Immediate,Family,51759,17253
Ghorpade Peth,1 BHK,405,Semi-Furnished,2,3,3,1,1,1,No,Immediate,Both,29596,14798
Ghorpade Peth,2 BHK,786,Unfurnished,9,10,16,1,2,1,Yes,After 1 Month,Family,76839,25613
Ghorpade Peth,1 BHK,354,Unfurnished,2,5,4,0,1,1,Yes,Immediate,Family,16116,16116
Ghorpade Peth,1 BHK,378,Semi-Furnished,2,3,2,0,1,1,No,After 2 Months,Both,20480,10240
Ghorpade Peth,3 BHK,1040,Fully Furnished,3,6,4,2,2,1,Yes,Immediate,Bachelor,162614,81307
Ghorpade Peth,1 BHK,502,Fully Furnished,1,3,4,0,1,1,No,Immediate,Family,30648,30648
Ghorpade Peth,3 BHK,1535,Semi-Furnished,6,6,25,3,2,1,Yes,Immediate,Family,204993,68331
Ghorpade Peth,1 BHK,399,Semi-Furnished,6,10,4,0,1,0,Yes,Not Sure,Both,37140,18570
Ghorpade Peth,2 BHK,874,Unfurnished,14,15,13,1,2,2,Yes,Immediate,Bachelor,79592,39796
Ghorpade Peth,1 BHK,210,Semi-Furnished,3,3,0,0,1,1,No,Not Sure,Family,11758,5879
Ghorpade Peth,1 BHK,318,Semi-Furnished,1,12,10,0,1,1,Yes,Immediate,Bachelor,32620,16310
Ghorpade Peth,2 BHK,731,Semi-Furnished,1,15,19,1,2,0,No,Not Sure,Family,23594,23594
Ghorpade Peth,2 BHK,861,Unfurnished,3,4,20,2,2,1,No,Not Sure,Family,53938,26969
Ghorpade Peth,3 BHK,941,Semi-Furnished,8,12,1,2,2,2,Yes,Immediate,Both,111266,55633
Ghorpade Peth,2 BHK,714,Unfurnished,3,12,5,2,2,1,Yes,Not Sure,Family,46382,23191
Ghorpade Peth,2 BHK,1075,Semi-Furnished,2,4,9,1,2,1,Yes,Immediate,Family,65056,32528
Ghorpade Peth,2 BHK,985,Unfurnished,2,3,30,2,2,1,No,Immediate,Bachelor,51998,25999
Ghorpade Peth,1 BHK,440,Semi-Furnished,6,12,9,0,1,1,Yes,Immediate,Both,45952,22976
Ghorpade Peth,1 BHK,348,Unfurnished,9,15,10,0,1,1,Yes,Immediate,Family,26864,13432
Ghorpade Peth,1 BHK,559,Unfurnished,5,6,7,0,1,1,Yes,Immediate,Family,30956,15478
Ghorpade Peth,1 BHK,423,Unfurnished,5,15,17,0,1,2,Yes,Immediate,Both,30112,15056
Ghorpade Peth,2 BHK,848,Unfurnished,0,5,14,0,2,1,Yes,Immediate,Family,112938,37646
Ghorpade Peth,1 BHK,479,Unfurnished,0,5,0,0,1,1,Yes,Not Sure,Family,39658,19829
Ghorpade Peth,2 BHK,609,Semi-Furnished,1,4,9,2,2,1,Yes,After 1 Month,Bachelor,63294,31647
Ghorpade Peth,1 BHK,353,Unfurnished,4,8,14,0,1,1,No,Immediate,Bachelor,7624,7624
Ghorpade Peth,1 BHK,339,Unfurnished,7,12,11,1,1,1,No,Not Sure,Family,8165,8165
Ghorpade Peth,2 BHK,607,Semi-Furnished,1,8,18,0,2,1,Yes,Immediate,Both,17317,17317
Ghorpade Peth,2 BHK,551,Unfurnished,0,12,11,1,2,1,Yes,Immediate,Family,50702,25351
Ghorpade Peth,1 BHK,379,Unfurnished,4,6,7,0,1,1,Yes,Immediate,Family,21814,10907
Ghorpade Peth,1 BHK,513,Unfurnished,5,8,6,0,1,1,Yes,Immediate,Bachelor,43074,21537
Ghorpade Peth,1 BHK,440,Fully Furnished,12,15,13,0,1,1,No,After 1 Month,Family,45328,22664
Ghorpade Peth,2 BHK,798,Unfurnished,6,12,17,0,2,0,Yes,After 2 Months,Bachelor,66050,33025
Ghorpade Peth,2 BHK,793,Semi-Furnished,2,10,10,1,2,1,Yes,Immediate,Bachelor,55920,27960
Ghorpade Peth,2 BHK,668,Fully Furnished,4,5,17,0,2,1,Yes,Immediate,Family,43842,21921
Ghorpade Peth,1 BHK,353,Semi-Furnished,0,5,23,0,1,1,Yes,Immediate,Bachelor,17218,8609
Ghorpade Peth,1 BHK,542,Unfurnished,4,15,6,0,1,1,Yes,Immediate,Bachelor,44014,22007
Ghorpade Peth,2 BHK,671,Fully Furnished,11,15,3,1,1,2,Yes,Immediate,Bachelor,129855,43285
Ghorpade Peth,1 BHK,402,Semi-Furnished,1,12,0,1,1,2,Yes,Immediate,Family,19172,9586
Ghorpade Peth,2 BHK,622,Unfurnished,9,12,13,1,2,1,Yes,Not Sure,Bachelor,62416,31208
Ghorpade Peth,2 BHK,951,Semi-Furnished,5,6,12,1,2,1,Yes,Immediate,Family,64364,32182
Ghorpade Peth,2 BHK,695,Semi-Furnished,3,3,2,0,1,1,No,Immediate,Both,48758,24379
Ghorpade Peth,2 BHK,885,Semi-Furnished,6,12,7,2,2,2,Yes,Immediate,Family,103480,51740
Ghorpade Peth,1 BHK,455,Semi-Furnished,2,4,6,0,1,1,Yes,Not Sure,Family,23682,11841
Ghorpade Peth,1 BHK,460,Unfurnished,4,6,26,1,1,1,Yes,After 1 Month,Family,27772,13886
Ghorpade Peth,1 BHK,319,Fully Furnished,0,4,16,1,1,0,No,Immediate,Family,29106,14553
Ghorpade Peth,2 BHK,767,Unfurnished,3,3,20,0,2,2,No,Immediate,Family,30763,30763
Ghorpade Peth,1 BHK,418,Unfurnished,5,10,23,0,1,1,Yes,Immediate,Bachelor,41208,13736
